,Family,GenusDescription,Genus,epithet,author,syn.,Plate,description,FloraisonStart,FloraisonEnd,FloraisonNotes,L.,S.,Aire géogr.,Notes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,Arbutus,unedo,0,0,0,0,0,0," et Broummana (P, Vt, Bnm, Mt, Pb).",0,0,"Aire géogr. — Tour de la Méditerranée européenne, côtes de la mer Noire dans le Pont.Sporadique en Irlande et France non méditerranéenne.",0
2,0,0,Arbutus,andrachne,0,0,0,0,février,avril, Dagh (Pb).,0,0,"Aire géogr. — Méditerranée orientale, Crimée, Chypre.tincts, ou, plus rarement, quadripartite. Corolle campanulée ou ovoïde-urcéolée, àErica manipuliflora Salisb. — E. verticillata Forssk., non Berg. (PL II,n. 3). — S. Sous-arbrisseau ou petit arbrisseau à tiges très ramifiées dès la base,à rameaux ligneux, 30-150 cm. Tiges et rameaux glabres, blanchâtres. Feuillesternées, courtes, linéaires, obtuses, sillonnées en dessous. Fleurs par 3-5, groupéesen fascicules latéraux, constituant à là fin de longues grappes. Pédicelles plus longsque la feuille. Calice à quatre sépales libres, oblongs, de même couleur que la co-rolle, munis à la base d'une écaille. Corolle de teinte très variable à l'intérieurd'une même population, allant du blanc presque pur au rose-pourpre, campa-nulée, quadrifide jusqu'au milieu, plus de deux fois plus longue que le calice. Éta-mines 8, à anthères exsertes, non appendiculées.Floraison: toute l'année, sauf juin-juillet. Abondante surtout d'octobre à avril. Terrains noncalcaires.L. Grès, de 0 à 1000 m. Manque ou, peut-être, très sporadique au sud de la route Beyrouth-Damas (Baabda-Mdeirèje). Ct. Beyrouth (P), Boùchriyé (Mt). Mi. Grès sous Beit Méri et Broum-mana (P, Mt, Wall), Jamhour, Baabda (Mt), Bikfaya à Dhour Choueir et Mrouj (Gaill, Bl, Vt,Mt, Pb), N. du Nahr-el-Kelb, vers 'Antoura (Pb), et, plus haut, à 'Aïn Rihaniyé (Şam). Mm.Qprnayel (Mt), Khan Sannine (Vt).S. Mi. Tartous à Safita, est de Banias (Pb), Massiaf (P). NLatt. Froulok, Kessab, sur rochesvertes (Pb, P).Aire gépgr. — Méditerranée orientale, depuis la Yougoslavie jusqu'à la Turquie, Amanus,Gassius, Alaouites, Liban. Une station en Palestine vers 'Akron.PENTAPERA Klotzsch — Genre distinct du.genre Erica presque exclusive-ment par son calice et sa corolle, à cinq parties, et ses étajmines au nombre de 10.Pentapera sicula (Guss.) Klotzsch — Erica sicula Guss. (PI. II, n. 4). —S. Sous-arbrisseau, 30-150 cm. ou davantage, très rameux, à rameaux jeunes pu-bescents et feuilles légèrement veloutées, verticillées par 4, souvent très caduquesdurant le séchage. Fleurs en petites ombelles de 4-5, terminales, assez grandes,portées par des pédicelles munis de trois bractées, plus longs que le calice. Sépaleslancéolés, obtus, légèrement tomenteux, trois fois plus courts que la corolle elle-même tomenteuse. Corolle à lobes plus courts que le tube, repliés. Ovaire blanc,tomenteux.Var. libanotica C. et W. Barbey — Toute la plante glabre, à l'exceptiondes pédicelles pubérulents. Fleurs terminales, souvent plus de cinq. Présence defleurs latérales, isolées ou en courts fascicules. Seule constatée au Liban.Floraison: Toute l'année, sauf probablement juin à novembre. Rochers calcaires.L. Mi.-Mm., dans la vallée du Nahr Ibrahim. Gorge de la rivière, en aval des usines élec-triques (Thiéb, Gb, Mt, Pb), Balhas à Afqa (Lortet), Afqa (Mt), Ehmej (Tannous Boutros).Aire géogr. — L'espèce: Sicile, Chypre. La variété: endémique.Plantes herbacées, toujours vertes (Pyrola) ou saprophytes sans chlorophylle(Monotropa).Cette famille n'est pas représentée sur notre territoire, mais Pyrola chloranthaSw. et Monotropa hypopitys L. ont été trouvés dans l'Amanus (Herbier Post).4 parfois aquatiques. Feuilles souvent toutes basales. Inflorescence racémiforme. Fleursment, en plus, 5 staminodes épisépales. Ovaire supère ou semi-infère, formé depérigyne à tube très court, 5-partite en un limbe étalé. Étamines fertiles 5, insérées",0
3,0,0,Samolus, valerandi,0,0,0,0,mai,juillet," Bord de suintements constants, d'eau douce ou saumâtre.","L. Ct. Saïda (Bl), Beyrouth (Vt), Nahr-el-Kelb (Barb, Mt), Tripoli (Bl). Mi. Vers Jba'a(Gaill), sous Beit Méri (Np), 'Abey (P), Bikfaya (Vt), 'Araya (P), Beit Khachbo (Vt), Ghazir,'Aramoun (Mt), Broummana (Bl). Mm. Hasroun, Qannoubine (Bl), Bcharré à Ehden (Pb),Blaouza (Sam).","S. Ct. Lattaquié (P). Mi. Bhamra (Har). Mm. Sous le Jab. Mattai (Pb). NLatt. Kessab,Kizil Dagh (Pb).","Aire géogr. — Subcosmique.céolées. Calice pentamère. Corolle en forme de roue, pentamère, caduque. ÉtaminesÂnagallis arvensis L. — A. phoenicea Scop., A. caerulea L., A. latifolia L.(PI. III, n. 2 et n. 3). — ©. Plante glabre, à tiges couchées ou ascendantes,étalées, égalant ou dépassant de peu les calices, rouge-cinabre (var. arvensis) oud'un bleu-azur foncé (var. caerulea), plus ou moins denticulées et ciliées sur lesNOUVELLE, FLORE Floraison: presque toute l'année. Terrains remaniés, abord des cultures, lieux sablonneux.Var. arvensis (var. phaenicea Gouan) :L. Ct. Beyrouth (P, Vt, Np, Mt), Nahr Beyrouth, Ghiyah (Mt), Bouar (Pb), Tripoli (Bl,P). Mi. Baabda (Mt), Bikfaya (Vt), Tourzaya (Pb). Mm. Dimane, Hadchit, Ehden (Bl). Met.Ghtaura (Sam). A.L. Chara de Baalbeck (Bl).S. Mi. Chmaïssé (P), 'Aïn Halakim (Har), Bhamra (Har). Sy. Homs, Abou Douhour (Har). .A.L. Ma'loula (Mt). Dam. Raboué (Pb).Var. caerulea (L.) Gouan:L. Ct. Saïda (Mt), Haret Horeik, Borj Brajné, Plaine du 'Akkar (Bl), Bir Hassen (Mt), Bey-routh (P, Vt, Np), Bouar (Pb), Nahr Beyrouth (Mt). Mi. 'Asfouriyé (Wall), Jamhour (Mt),Qpmet Chehouane (Mt). Mm. Diman, Ehden (Bl).S. Dam. Damas (Pb). Sud. Dera'a, Hammé (Pb). Sy. Homs (Har). St. Deir-ez-Zor(Besnard), Tell Bouada (Bl). WHoms. Homs à Tell Kalakh (Pb).Aire géogr. — Cosmopolite.",0
4,0,LYSIMACHIA L. — Plantes annuelles ou vivaces. Calice 5-fide ou 5-partite.Corolle pentamère campanulée ou étalée.,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,Lysimachia, dubia,0,0,0,0,mai,août, fertile.,"L. Ct. Bords du Nahr-Aouali (Gaill, Vt), Beyrouth (Vt), Antélias (Vt, Np), Tripo Mitein(Bl). Mi. Souk-el-Gharb (P). 'Akkar. Baïno (Mt).","S. Sud. W. de Deraa (Pb). NLatt. 'Aïn Haramiyé (Mt), Kessab, Kizil Dagh (Pb).","Aire géogr. — Balkans, Turquie, Iran, TransCaucasie, Syrie, Liban.ASTEROLINON Hoffmans. et Link — Plantes naines. Calice 5-partite,étoile. Corolle 3-4 fois plus courte, à tube court, campanule, 5-partite. Êtamines 5,",0
6,0,0,Asterolinon, linum-stellatum,0,0,0,0,février,avril," Dmeir (Pb), Palmyre (Sam, Mt).",0,0,"Aire géogr. — Tour de la Méditerranée, Asie antérieure.vent situé immédiatement au niveau du sol, parfois plus profondément et surmontéd'un rhizome. Feuilles toutes en rosette au-dessus du sol, pétiolées, orbiculaires àovales, souvent cordées à la base. Scapes uniflores plus ou moins longs. Fleurs ap-paraissant avant les feuilles ou avec elles, ou longtemps après elles. Calice campanule,Feuilles denticulées; scapes fermes, dressés, non circinés au sommet après la floraison C- persicumFeuilles non denticulées, tout au plus un peu ondulées sur les bords; scapes couchés ou ascen-dants, circinés au sommet après la floraisonFeuilles + orbiculaires, dépassant rarement 5 cm. ; diamètre des fleurs épanouies 1 cm.environ C. countFeuilles ovées, à sommet triangulaire-obtus; diamètre des fleurs épanouies 2-3 cm.C. libanoticum",0
7,0,0,Cyclamen, coum,0,0,0,0,février,avril," (Pb), Kessab (P).",0,0,"Aire géogr. — Turquie, Géorgie, Iran, Amanus, Syrie, Liban.",0
8,0,0,Cyclamen,libanoticum,0,0,0,0,octobre,mai, (Bl).,0,0,"Aire géogr. — Grèce, Turquie, Chypre, Syrie, Liban, Palestine, en zones méditerranéennes.Le nom de C persicum Mill, a été donné au plus opulent des Cyclamen cultivés, qui surclassede beaucoup par la dimension de toutes ses parties notre plante méditerranéenne, déjà cependanthautement décorative, mais paraît en dériver. Le nom de C. latifolium Sm. s'appliquait à la seuleforme spontanée.La floraison, observable dès la seconde moitié d'octobre, dure jusqu'en mai, avec, semble-t-il,deux maxima, l'un en automne vers la fin novembre, l'autre en février-mars. En octobre-novembreil arrive que les fleurs précèdent les feuilles et le départ des nouvelles racines.",0
9,0,"ANDROSACE L. — Plantes souvent naines, annuelles ou vivaces, pour laplupart exclusivement montagnardes. Feuilles en rosette. Calice divisé en cinq lobes.",0,0,0,0,0,0,0,0,0,0,0,0,0
