,Family,GenusDescription,Genus,epithet,author,syn.,Plate,description,FloraisonStart,FloraisonEnd,FloraisonNotes,L.,S.,Aire géogr.,Notes
0,0,0,0,0,0,0,0,0,mars,juin,Lieux cultivés et terrains vagues.,"L. Ct. Ras Bayada (Pb), Beyrouth et environs (P, Vt, Np, Mt, Th), Tripoli (Bl).","S. Mi. Massiaf (P). Sy. Alep (JL), Homs (P, Pb). Dam. Damas (Pb). St. 'Aqerbat (Bl),Ressafa, El-Qpum (Pb).","Aire géogr. — Europe, tour de la Méditerranée, Asie antérieure.",0
1,0,0,Urtica,membranacea,0,0,0,0,janvier,mai,Cultures et terrains vagues.,"L. Ct. Saïda (Bl), Khaldé (Gb), Beyrouth (Bl, P, Vt, Gb, Mt, Np, Pb), Tripoli (Bl, P).",0,Aire géogr. —• Côtes de la Méditerranée.,0
2,0,0,Urtica,pilulifera,0,0,0,0,mars,juin, décombres.,"L. Ct. Saïda (Gaill, Bl), Beyrouth (P, Mt), Tripoli (Bl). Mi. Ba'abda (Mt), Broummana(Bl). Herm. Rachaya (Berton). St. Qa'a (Pb).","S. Ct. Banias (P). Sy. Alep (JL), 'Aïn Delfi (Gb). Dam. Jab. Qasyoun (Pb). Sud. Fiq (Pb).St. Khan Abou Chamate (Gb), Resafa (Pb).","Aire géogr. — Europe, Méditerranée, Asie antérieure.",0
3,0,0,Urtica,dioica,0,0,0,0,0,0,0,"L. Ct. Tripoli (Bl). Mi. Broummana (Bl), Faraya (Mt). Mm. Cèdres (JL), Hadeth, Dimaneà Hasroun (Bl), Jab. Kneissé (Mt). Me. Dolines du Jab. Sannine (Mt), Ouadi Safsaf (P). Met.Qabbélias, Ouadi-el-'Arayech, Jdita (Mt).","S. Dam. Ghouta (Bl, Pb).","Aire géogr. — Europe, Asie septentrionale et moyenne, Polynésie, Amérique.",0
4,0,0,Urtica,fragilis,0,0,0,0,janvier,mai,très localisée.,"L. Mi. Mohrab, entre Ghosta et Dlepta (Th, Gb, Mt, Pb). Mgheiré, olim (Bl).",S. Mm. Slenfé (Sam).,"Aire géogr. — Endémique. Trouvée aussi, au nord de notre territoire près de Bityas, dansl'Amanus (Dlb).Urtica hulensis Feinbr. — Plante décrite par N. FEINBRUN : « A new nettle fromHuleh», dans: Palestine Journal of Botany, Jerusalem Series, Vol. IV: 114-115,Présentée comme voisine de membranacea et de fragilis, cette espèce est, commemais très actifs, mais s'en sépare par ses feuilles bien plus longuement acuminées,seules ont été observées et décrites. Proches de celles de fragilis,Bords du Jourdain et du Lac Houle.PARIETARIA L. — Herbes annuelles ou vivaces, à feuilles non stipulées,disposées par 2 à la base d'un ramule axillaire souvent avorté, en cymes d'abordbipares, puis unipares dans leurs dernières ramifications, lâches ou denses, 3-multi-concrescents à la base en un tube campanule, accrescent après l'anthèse. 4 étamines.droit, ové ou oblong, uniloculaire. Akène droit, ové, luisant et lisse.Plante vivace, généralement pluricaule, par ailleurs très variable, herbacée ou sous-frutescente,à feuilles plus ou moins longues, pétiolées ou sessiles, caractérisée surtout par le périanthe desfleurs fertiles accrescent en tubeP. judaica L.Plantes annuelles ou au plus pérennantesplus ou moins pérennante, mais à racine peu épaisse. Fleurs hermaphrodites entourées dedeux bractées accrescentes, inégales, les dépassant, connéesP. eretica L.franchement annuelles, à feuilles petitespérianthes et bractées non accrescentsP. lusitanica L.bractées des fleurs très développées, non connées, largement ovales, involucrantesP. alsinifolia Del.",0
5,0,0,Parietaria,judaica,0,0,0,0,0,0,toute l'année.,"L. Ct. Nahr Aouali (Bl), Nahr Damour (Mt), Beyrouth (nombreux collecteurs), Nahr-el-Kelb (Pb), Tripoli (Bl). Mi. 'Araya (Mt), Qrayé (Np), 'Abey (P). Sud. Qala'at-ech-Choukif (P).Mm. Cèdres, Dimane-Hasroun, Dimane, Bcharré (Bl), Neba'-l-Laban (Gb). Met. Ksara (Pb).Sy. Baalbeck, Fakié (Mt, var. brevipetiolata). Herm. Joubb Jennin (Gb).","S. A.L. Zebdani (Gb), Ouadi-el-Qarn (Pb), Souq Ouadi Barada (Mt), Ma'loula, Madaya(Pb), Yabroud (Mt, Pb). Haur. Dera'a (Mt). J.D. Soueida (Mt).","Aire géogr. — Europe surtout méridionale, Méditerranée, Asie antérieure.Parietaria qfficinalis L., s.str. — P. erecta Mert. et Koch. — Cette plante se dis-l'usage du nom linnéen au sens large, englobant F. judaica, a créé quelques confusions",0
6,0,0,Parietaria,eretica,0,0,0,0,mars,mai,Rochers proches de la mer.,"L. Ctlitt. Hanouche au sud de Chekka, sud de Jbail sur la grève (Mt), Ile Nakhl au largede Tripoli (Gb).","S. Ctlitt. Jeblé (Pb), Lattaquié (Mt).","Aire géogr. — Grèce, Crète, mer Egée, Chypre, Cyrénaïque.",0
7,0,0,Parietaria,lusitanica,0,0,0,0,février,avril,"Murs, rochers.","L. Ct. Beyrouth (Bl, P, Mt, Pb), Jounié (Pb), Tripoli (Bl). Mi. 'Amchite (Mt), Jab. Terbol(P), Qrayé (Np), Ras Chekka-Hamate, Harajel (Sam).","S. Ct. Tartous (Pb). NLatt. Kessab (Pb). Sy. Jab. Sema'ane (Har), Tell 'Aqibrin (Wall).","Aire géogr. — Péninsule ibérique, France mér., Italie, Corse, Sardaigne, Afrique du Nord,Méditerranée orientale, Caucase, Transcaucasie.",0
8,0,0,Parietaria, al,0,0,0,0,mars,mai,"Régions sèches, sur rochers.","L. Sy. Baalbeck, dans les ruines (Sam).","S. Sy. Abou Douhour (Har), Alep (Ky). A.L. Yabroud (Pb). Sud. Hammé (Pb). J.D. TellHadid (Mt). St. Khan Abou Chamate (Gb), Palmyre (Bl, P, Nik, Mt, Pb).","Aire géogr. — Afrique du Nord, Egypte, Sinaï, Arabie Pétrée, Palestine, Syrie, Iraq, Iran,Bélouchistan.",0
9,0,0,Cannabis,sativa,0,0,0,0,0,0,0,0,0,0,0
10,0,"HUMULUS L. — Lianes herbacées, à tige volubile, à feuilles opposées, pal-matilobées ou indivises, dioïques. Inflorescence en panicules axillaires, lâches, in-florescence en cônes portés sur des rameaux courts.",0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,Humulus, lupulus,0,0,0,0,juin,août,"à l'appui, d'une présence de cette espèce à Beyrouth.",0,0,"Aire géogr. — Europe et Sibérie.378 plantes par des racines-suçoirs. Feuilles vertes, alternes, rarement opposées. Fleurspetites, régulières. Périanthe ordinairement coloré intérieurement, à tube cupuli-forme, à limbe 4-5-fide. Pétales ordinairement nuls. Étamines insérées sur la basedes sépales. Ovaire ordinairement infère, uniloculàire. Fruit: akène ou drupe.",0
12,0,0,Osyris,alba,0,0,0,0,mars,mai,"Lieux boisés, haies, buissons.","L. Ct. Beyrouth (Bl, Vt), Nahr-el-Kelb (Sam, Bl, Pb), Tripoli (Bl). Mi. Ma'asser (P), 'Aley(Mt), Kahalé (Gb), Jamhour (Pb), au-dessus de Choueifat (Mt), Beit Méri (Np, Mt), Dar-es-Salib(Mt), Bikfaya (Vt, Mt, Pb), Dhour Choueir (JL), Ras-el-Meten (Gb), 'Antoura (Pb), Ras Chekka-Hamate (Wall), Jab. Terbol (P). Mm. Mayrouba (Sam). Ve. 'Ana (Mt). Hem. Rachaya (Berton),vers Hasbaya (Mt).","S. NLatt. S. de Kessab (P). Mi. Bhamra (Har). Sy. Eriha (JL), Jab. Sema'ane (Har).K.D. Kurd Dagh (Gb, JL).",Aire géogr. — Tour de la Méditerranée.,0
13,0,"THESIUM L. — Herbes parfois suffrutescentes à la base, hémiparasites, àfeuilles alternes, linéaires. Inflorescence en épi, en grappe ou en panicule de cymes3-plurifores. Bractées parfois adnées au pédoncule. Bractéoles 2 sous les fleurs soli-taires ou les cymes, opposées, parfois nulles. Fleurs hermaphrodites. Périanthe àsépales (5, rarement 4) soudés à leur base, à 5 (rarement 4) étamines. Ovaire infère,uniloculàire. Akène couronné par le périanthe persistant, à péricarpe crustacé ouun peu induré, le tout constituant une nucule.",0,0,0,0,0,0,avril,juin, ce qui rend ces indications au moins douteuses.,0,0,0,0
14,0,0,Thesium,arvense,0,0,0,0,avril,juin," Pb), Col de Freiket (JL).",0,0,"Aire géogr. — Europe orientale, Turquie, Transcaucasie, Iran.",0
15,0,0,Thesium, libanoticum,0,0,0,0,mai,juillet, (Mt).,0,0,Aire géogr. — Endémique.380 ,0
